label,fea_2,fea_4,fea_8,fea_10,fea_11,fea_1_1,fea_1_2,fea_1_4,fea_1_5,fea_1_6,fea_1_7,fea_3_1,fea_3_2,fea_3_3,fea_5_1,fea_5_2,fea_6_3,fea_6_4,fea_6_5,fea_6_6,fea_6_8,fea_6_9,fea_6_11,fea_6_12,fea_6_15,fea_6_16,fea_7_-1,fea_7_1,fea_7_2,fea_7_3,fea_7_4,fea_7_5,fea_7_7,fea_7_8,fea_7_9,fea_7_10,fea_9_1,fea_9_2,fea_9_3,fea_9_4,fea_9_5
0,-0.548071124396305,0.05787446092774116,0.35025571428019,-0.08736149839005329,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.4507539934631086,-0.4511412764709558,0.8509389144901185,-0.6859537711709373,0.5995160407931339,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,-0.8904680747319892,-0.4850756589642023,0.35025571428019,-0.6857504293948958,-1.1903961207302012,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.8904680747319892,-0.11179745153849117,-0.9014522862446314,1.2164397319386968,0.7871578913730113,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.0,-0.8357309447277491,0.5171501143501661,-0.08736149839005329,-1.1903961207302012,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,-0.49638711979528444,1.1012805145950828,2.2654996327725216,0.21943173578030611,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.44799273112568516,0.09180884342098762,-1.6524770865595242,-0.6861439941227179,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.14342018309049653,0.3293495208737129,-0.4842162860696909,-0.6861374347105875,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.41686573564062296,-0.9714684747007349,0.35025571428019,1.1505241994406405,0.41450982054375374,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.7592626859763071,0.48770997250886305,0.35025571428019,-0.08736149839005329,0.46269322141926716,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.1367227762750632,-0.021305764889833927,-1.3186882864195717,-0.08736149839005329,0.5774440911347185,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.0,-0.9827799355318171,-0.06698028589475047,-0.6072014691337533,0.25136385863849386,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,3.5606922796319047,-0.9714684747007349,-0.7345578861746552,-0.6858553799889817,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.859341079246927,-0.5642558847817774,0.6005973143851542,-0.6862030288318912,0.3394082336702395,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.9215950702170513,-0.47376419813312015,0.8509389144901185,-0.614062614222117,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.0705326408269291,0.3293495208737129,0.35025571428019,1.2163216625203501,2.4635302718781578,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1.4751835821327375,0.634758963312931,-1.1517938863495956,-0.08866682140399629,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,1.2003320048670387,0.7674917144551304,1.8724596579209423,0.42668953779758967,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.1327866317970534,-1.0280257788561458,0.7674917144551304,-0.6140822924585081,0.7871578913730113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.5169441289112429,-0.5303215022885309,-0.4842162860696909,-0.6859996870558498,0.6424597054185859,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.6619455550431108,0.8949225624278206,-0.9014522862446314,-0.686091518825675,0.6852204643208919,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.0,-0.3493381289912164,1.1012805145950828,-0.08736149839005329,0.3394082336702395,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1.0705326408269291,0.05787446092774116,-1.485582686489548,-0.6859012958738943,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.23680116954568312,-0.8017965622345026,-1.8193714866295003,-0.686163672359109,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1.3195486047074265,3.066723041995594,1.1012805145950828,-0.6861177564741964,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-1.9176589257390415,-0.8017965622345026,0.43370291431517805,-0.68564547880081,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.2923577537003742,0.06918592175882331,1.0178333145600946,-0.08736149839005329,-1.1903961207302012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.8408352389974643,-0.12310891236957332,-1.569029886524536,1.216426613114436,0.7871578913730113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,-0.8131080230655848,1.0178333145600946,-0.6075163209160109,0.4061994133611888,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.4089934466846032,-0.23622352068039487,-0.567663486104679,-0.6860521623528928,0.626795663054994,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.38573874015556076,-0.3267152073290521,0.35025571428019,-0.6857438699827655,0.6852204643208919,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.6347547040360584,0.06918592175882331,0.6840445144201424,1.1504782835557281,3.2425298376647484,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.6970086950061827,0.06918592175882331,-1.0683466863146076,-0.6140822924585081,0.5774440911347185,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.6347547040360584,-0.36064958982229856,0.8509389144901185,-0.08927028731999004,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.08116619212037214,-0.2814693640047235,0.9343861145251066,-0.6858291423404602,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.07446878530493883,0.20492345173180918,-0.06698028589475047,-0.686039043528632,0.9767536602283008,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.8904680747319892,-0.688681953923681,-0.9014522862446314,-0.6862358258925431,0.5774440911347185,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-2.0110399121942284,-0.3493381289912164,-0.06698028589475047,-0.6856258005644189,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.381802595677551,1.3134466131778604,-1.2352410863845837,-0.6856782758614618,0.7871578913730113,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.38573874015556076,-0.3267152073290521,0.35025571428019,2.7968316935686244,0.2872340676590904,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.637515966373482,-0.6773704930925989,-2.0697130867344646,-0.6857832264555477,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-3.193865740626592,9.944091227293546,-0.06698028589475047,3.1839354004422216,-1.1903961207302012,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.4129295911626132,0.5329558158331916,0.35025571428019,-0.6861243158863268,0.7871578913730113,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.2639920205527355,-0.5416329631196131,0.8509389144901185,1.2165971578298256,0.5774440911347185,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-1.014976056672238,-0.22491205984931273,0.9343861145251066,-0.6861505535348482,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1.0394056453418667,-0.21360059901823056,-1.4021354864545599,-0.6075228803281413,0.5774440911347185,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-1.4507539934631086,-0.5981902672750239,0.7674917144551304,-0.6856389193886796,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.8904680747319892,-0.7452392580790919,1.0178333145600946,-0.08736149839005329,0.6852204643208919,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.19897676724518762,3.8132794568470167,-2.153160286769453,1.1505110806163799,0.5774440911347185,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.035469500863857,-0.5076985806263666,-0.06698028589475047,-0.6861177564741964,0.3394082336702395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.0,0.05787446092774116,1.1847277146300708,1.8721185684901631,0.7930290708308074,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.8215166769464315,-0.20228913818714842,-1.3186882864195717,1.2164462913508272,0.6131309760137056,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.6063889708884196,-0.8131080230655848,0.09991411417522571,2.5357539719557645,0.20534377982075497,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.4507539934631086,-0.6999934147547633,-1.2352410863845837,-0.6861177564741964,0.5774440911347185,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.23680116954568312,-0.5755673456128595,1.0178333145600946,-0.686019365292241,0.28537476259276595,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.7903896814613693,-0.9714684747007349,-0.4842162860696909,-0.08736149839005329,0.3394082336702395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.9215950702170513,-0.5981902672750239,-1.4021354864545599,-0.6858947364617639,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.914897663401618,0.30672659921154855,0.7674917144551304,-0.6858160235161995,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1.8175805324684218,-0.43982981563987367,1.1847277146300708,-0.08736149839005329,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.6036277085509961,0.13705468674531623,-1.7359242865945121,-0.6857504293948958,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.481880988948171,0.046563000096659,1.0178333145600946,2.5279089150478455,0.46269322141926716,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.7903896814613693,-0.19097767735606624,1.1012805145950828,-0.686111197062066,0.6852204643208919,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-1.4507539934631086,-0.7904851014034204,0.8509389144901185,-0.6075228803281413,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.44799273112568516,-0.33802666816013427,-0.4842162860696909,-0.6856389193886796,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.11229318760543433,-0.06655160821416255,-0.15042748592973856,-0.6075228803281413,0.3394082336702395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.8904680747319892,-0.5190100414574488,0.7674917144551304,1.8723219102662045,0.5324564389959653,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.050039196635309945,2.0713144888603647,-1.4021354864545599,-0.6860784000014142,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.1083570431274246,-0.7113048755858454,-0.7345578861746552,1.1505307588527711,-0.11126304027268133,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,-0.7113048755858454,1.0178333145600946,2.265565226893825,0.46269322141926716,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.548071124396305,-0.4172068939777094,0.43370291431517805,-0.6140822924585081,0.3394082336702395,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.44799273112568516,-0.6999934147547633,1.0178333145600946,-0.6074966426796198,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1.2639920205527355,-0.3493381289912164,0.016466914140237616,1.8725318114543763,0.7871578913730113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.4507539934631086,-0.03261722572091608,0.7674917144551304,-0.6140822924585081,0.7871578913730113,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1.014976056672238,-0.4172068939777094,-1.569029886524536,-0.6859472117588069,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.3613091514859319,0.4990214333399452,0.8509389144901185,-0.6856848352735923,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.41686573564062296,-0.23622352068039487,1.0178333145600946,1.2166365143026077,0.20534377982075497,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0,-0.6434361105993525,1.0178333145600946,-0.08927028731999004,0.22104400338844185,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,-0.14573183403173764,0.8509389144901185,1.871974261423295,0.20534377982075497,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.8282140837618648,-0.6999934147547633,-1.8193714866295003,-0.6859734494073283,0.3394082336702395,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.6347547040360584,0.634758963312931,0.35025571428019,-0.6858488205768514,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.1288504873190437,1.9808228022117076,0.6840445144201424,-0.08736149839005329,0.7871578913730113,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,-0.9714684747007349,-1.2352410863845837,3.1842764898730005,0.23857731290887832,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.548071124396305,-0.33802666816013427,-0.9014522862446314,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.2990551605158075,-0.1570432948628198,-1.6524770865595242,-0.6859734494073283,0.3394082336702395,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.41686573564062296,-0.688681953923681,-0.4842162860696909,-0.6858553799889817,0.7871578913730113,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.018912201150247752,-0.3493381289912164,-1.3186882864195717,-0.6862358258925431,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0.20492345173180918,0.8509389144901185,-0.6859996870558498,-1.1903961207302012,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.0,-0.688681953923681,-0.06698028589475047,-0.08736149839005329,0.3315665875312695,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.3924361469709941,-0.5755673456128595,-1.6524770865595242,1.22061151805361,1.6099672995268113,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5791981198813673,0.05787446092774116,0.09991411417522571,1.2206180774657405,0.20534377982075497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.6347547040360584,0.3293495208737129,1.0178333145600946,-0.6860849594135445,0.46269322141926716,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.7592626859763071,0.19361199090072703,0.6005973143851542,-0.6862358258925431,0.6876687240212556,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1.9420885144086706,-0.2814693640047235,-1.1517938863495956,-0.6859472117588069,0.6428667359693964,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.720263401535225,0.38590682502912366,0.5171501143501661,-0.6862030288318912,0.6852204643208919,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.23680116954568312,0.2501692950561378,1.1012805145950828,-0.6075163209160109,0.7871578913730113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.11229318760543433,0.7365621107926704,-0.06698028589475047,-0.6075228803281413,0.3394082336702395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
